num	type	reportname	dbname	person	committee	bill
224	U.S.  ADDITIONAL  PROTOCOL  IMPLEMENTATION  ACT	senate	sr226	109	LUGAR	Committee on Foreign Relations	S. 2489
225	PRESIDENT  DWIGHT  D.  EISENHOWER  COMMEMORATIVE  WORK	senate	sr227	109	DOMENICI	Committee on Energy and Natural Resources	S.J. Res. 28
226	NEGRO  LEAGUES  BASEBALL  MUSEUM	senate	sr228	109	DOMENICI	Committee on Energy and Natural Resources	S. Con. Res. 60
227	MAGNUSON-STEVENS  FISHERY  CONSERVATION  AND  MANAGEMENT  REAUTHORIZATION  ACT  OF  2005	senate	sr229	109	STEVENS	Committee on Commerce	S. 2012
228	MAKING  EMERGENCY  SUPPLEMENTAL  APPROPRIATIONS  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	senate	sr230	109	COCHRAN	Committee on Appropriations	H.R. 4939
229	BOY  SCOUTS  OF  AMERICA  LAND  TRANSFER  ACT  OF  2006  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr231	109	DOMENICI	Committee on Energy and Natural Resources	S. 476
230	IDAHO  LAND  ENHANCEMENT  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr232	109	DOMENICI	Committee on Energy and Natural Resources	S. 1131
231	NATURAL  RESOURCE  PROTECTION  COOPERATIVE  AGREEMENT  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr233	109	DOMENICI	Committee on Energy and Natural Resources	S. 1288
232	MICHIGAN  LIGHTHOUSE  AND  MARITIME  HERITAGE  ACT  FILED  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr234	109	DOMENICI	Committee on Energy and Natural Resources	S. 1346
233	NATIONAL  HISTORIC  PRESERVATION  ACT  AMENDMENTS  ACT  OF  2006  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr235	109	DOMENICI	Committee on Energy and Natural Resources	S. 1378
234	REPEAL  SECTIONS  OF  THE  MAY  26,  1936  ACT  PERTAINING  TO  THE  VIRGIN  ISLANDS  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr236	109	DOMENICI	Committee on Energy and Natural Resources	S. 1829
235	COMPACTS  OF  FREE  ASSOCIATION  AMENDMENTS  ACT  OF  2005  FILED  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr237	109	DOMENICI	Committee on Energy and Natural Resources	S. 1830
236	DOROTHY  BUELL  MEMORIAL  VISITOR  CENTER  LEASE  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr238	109	DOMENICI	Committee on Energy and Natural Resources	S. 1913
237	TRAIL  OF  TEARS  NATIONAL  HISTORIC  TRAIL  FILED,  UNDER  AUTHORITY  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr239	109	DOMENICI	Committee on Energy and Natural Resources	S. 1970
238	OIL  AND  GAS  LEASING  IN  THE  181  AREA  OF  THE  GULF  OF  MEXICO  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr240	109	DOMENICI	Committee on Energy and Natural Resources	S. 2253
239	STUDYING  CASTLE  NUGENT  FARMS  FOR  POTENTIAL  ADDITION  TO  THE  NATIONAL  PARK  SYSTEM  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr241	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 318
240	YUMA  CROSSING  NATIONAL  HERITAGE  AREA  BOUNDARY  MODIFICATION  FILED  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr242	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 326
241	SIERRA  NATIONAL  FOREST  LAND  EXCHANGE  ACT  OF  2006  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr243	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 409
242	UKRAINE  FAMINE  MEMORIAL  FILED  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr244	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 562
243	PITKIN  COUNTY  LAND  EXCHANGE  ACT  OF  2006  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr245	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 1129
244	STE.  GENEVIEVE  COUNTY  NATIONAL  HISTORICAL  SITE  STUDY  ACT  OF  2005  FILED  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr246	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 1728
245	NATIONAL  LAW  ENFORCEMENT  OFFICERS  MEMORIAL  MAINTENANCE  FUND  ACT  OF  2005  FILED  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr247	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 2107
246	NORTHERN  COLORADO  WATER  CONSERVANCY  DISTRICT  CONVEYANCE  ACT  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  APRIL  7,  2006	senate	sr248	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 3443
247	PROTECTING  AMERICA'S  COMPETITIVE  EDGE  THROUGH  ENERGY  ACT  OF  2006	senate	sr249	109	DOMENICI	Committee on Energy and Natural Resources	S. 2197
248	INDIAN  YOUTH  TELEMENTAL  HEALTH  DEMONSTRATION  PROJECT  ACT  OF  2006	senate	sr250	109	MCCAIN	Committee on Indian Affairs	S. 2245
249	FURTHER  REVISED  ALLOCATION  TO  SUBCOMMITTEES  OF  BUDGET  TOTALS  FROM  THE  CONCURRENT  RESOLUTION  FOR  FISCAL  YEAR  2006	senate	sr251	109	COCHRAN	Committee on Appropriations	
250	TO  RESOLVE  CERTAIN  NATIVE  AMERICAN  CLAIMS  IN  NEW  MEXICO,  AND  FOR  OTHER  PURPOSES	senate	sr252	109	MCCAIN	Committee on Indian Affairs	S. 1773
251	PROTECTING  CONSUMER  PHONE  RECORDS  ACT	senate	sr253	109	STEVENS	Committee on Commerce	S. 2389
252	NATIONAL  DEFENSE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2007	senate	sr254	109	WARNER	Committee on Armed Services	s. 2766
253	AMENDING  THE  INDIAN  CHILD  PROTECTION  AND  FAMILY  VIOLENCE  PREVENTION  ACT  TO  IDENTIFY  AND  REMOVE  BARRIERS  TO  REDUCING  CHILD  ABUSE,  TO  PROVIDE  FOR  EXAMINATIONS  OF  CERTAIN  CHILDREN,  AND  FOR  OTHER  PURPOSES	senate	sr255	109	MCCAIN	Committee on Indian Affairs	S. 1899
254	FINANCIAL  SERVICES  REGULATORY  RELIEF  ACT  OF  2006	senate	sr256	109	CRAPO	Committee on Banking	S. 2856
255	GENERAL  SERVICES  ADMINISTRATION  MODERNIZATION  ACT	senate	sr257	109	COLLINS	Committee on Homeland Security and Governmental Affairs	H.R. 2066
256	ELIZABETH  HARTWELL  MASON  NECK  NATIONAL  WILDLIFE  REFUGE  RENAMING  ACT	senate	sr258	109	INHOFE	Committee on Environment and Public Works	S. 2127
257	INTELLIGENCE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2007	senate	sr259	109	ROBERTS	Select Committee on Intelligence	S. 3237
258	ED  FOUNTAIN  PARK  EXPANSION  ACT	senate	sr260	109	INHOFE	Committee on Environment and Public Works	S. 2041
259	INDIAN  GAMING  REGULATORY  ACT  AMENDMENTS  OF  2006	senate	sr261	109	MCCAIN	Committee on Indian Affairs	S. 2078
260	SOFTWARE  PRINCIPLES  YIELDING  BETTER  LEVELS  OF  CONSUMER  KNOWLEDGE  ACT	senate	sr262	109	STEVENS	Committee on Commerce	S. 687
261	CAPTIVE  PRIMATE  SAFETY  ACT  OF  2005	senate	sr263	109	INHOFE	Committee on Environment and Public Works	S. 1509
262	FOREIGN  INVESTMENT  AND  NATIONAL  SECURITY  ACT  OF  2006	senate	sr264	109	SHELBY	Committee on Banking	S. 3549
263	INTELLIGENCE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2007	senate	sr265	109	WARNER	Committee on Armed Services	S. 3237
264	AGRICULTURE,  RURAL  DEVELOPMENT,  FOOD  AND  DRUG  ADMINISTRATION,  AND  RELATED  AGENCIES  APPROPRIATIONS  BILL,  2007	senate	sr266	109	BENNETT	Committee on Appropriations	H.R. 5384
265	LEGISLATIVE  BRANCH  APPROPRIATIONS,  2007	senate	sr267	109	ALLARD	Committee on Appropriations	H.R. 5521
266	ALLOCATION  TO  SUBCOMMITTEES  OF  BUDGET  TOTALS  FOR  FISCAL  YEAR  2007	senate	sr268	109	COCHRAN	Committee on Appropriations	
267	IMPROVING  OUTCOMES  FOR  CHILDREN  AFFECTED  BY  METH  ACT  OF  2006	senate	sr269	109	GRASSLEY	Committee on Finance	S. 3525
268	GREAT  LAKES  FISH  AND  WILDLIFE  RESTORATION  ACT  OF  2006	senate	sr270	109	INHOFE	Committee on Environment and Public Works	S. 2430
269	FLOOD  INSURANCE  REFORM  AND  MODERNIZATION  ACT  OF  2006	senate	sr271	109	SHELBY	Committee on Banking	S. 3589
270	TO  AMEND  THE  OIL  POLLUTION  ACT  OF  1990  TO  IMPROVE  THAT  ACT,  AND  FOR  OTHER  PURPOSES.	senate	sr272	109	INHOFE	Committee on Environment and Public Works	S. 2023
271	DEPARTMENT  OF  HOMELAND  SECURITY  APPROPRIATIONS  BILL,  2007	senate	sr273	109	GREGG	Committee on Appropriations	H.R. 5441
272	ENERGY  AND  WATER  APPROPRIATIONS  BILL,  2007	senate	sr274	109	DOMENICI	Committee on Appropriations	H.R. 5427
273	DEPARTMENT  OF  THE  INTERIOR,  ENVIRONMENT,  AND  RELATED  AGENCIES  APPROPRIATIONS  BILL,  2007	senate	sr275	109	BURNS	Committee on Appropriations	H.R. 5386
274	DAM  SAFETY  ACT  OF  2006	senate	sr276	109	INHOFE	Committee on Environment and Public Works	S. 2735
275	DEPARTMENT  OF  STATE,  FOREIGN  OPERATIONS,  AND  RELATED  PROGRAMS  APPROPRIATIONS  BILL,  2007	senate	sr277	109	MCCONNELL	Committee on Appropriations	H.R. 5522
276	MEDICARE,  MEDICAID,  AND  SCHIP  INDIAN  HEALTH  CARE  IMPROVEMENT  ACT  OF  2006	senate	sr278	109	GRASSLEY	Committee on Finance	S. 3524
277	APPALACHIAN  REGIONAL  DEVELOPMENT  ACT  AMENDMENTS  OF  2006	senate	sr279	109	INHOFE	Committee on Environment and Public Works	S. 2832
278	DEPARTMENTS  OF  COMMERCE  AND  JUSTICE,  SCIENCE,  AND  RELATED  AGENCIES  APPROPRIATIONS  BILL,  2007	senate	sr280	109	SHELBY	Committee on Appropriations	H.R. 5672
279	DISTRICT  OF  COLUMBIA  APPROPRIATIONS  BILL,  2007	senate	sr281	109	BROWNBACK	Committee on Appropriations	S. 3660
280	MILITARY  PERSONNEL  FINANCIAL  SERVICES  PROTECTION  ACT	senate	sr282	109	SHELBY	Committee on Banking	S. 418
281	THE  STOP  OVER  SPENDING  ACT  OF  2006	senate	sr283	109	GREGG	Committee on Budget	S. 3521
282	FORT  MCDOWELL  INDIAN  COMMUNITY  WATER  RIGHTS  SETTLEMENT  REVISION  ACT  OF  2006	senate	sr284	109	MCCAIN	Committee on Indian Affairs	S. 2464
283	THE  AMERICAN  INNOVATION  AND  COMPETITIVENESS  ACT  OF  2006	senate	sr285	109	STEVENS	Committee on Commerce	S. 2802
284	MILITARY  CONSTRUCTION  AND  VETERANS  AFFAIRS  AND  RELATED  AGENCIES  APPROPRIATION  BILL,  2007	senate	sr286	109	HUTCHISON	Committee on Appropriations	H.R. 5385
285	DEPARTMENTS  OF  LABOR,  HEALTH  AND  HUMAN  SERVICES,  AND  EDUCATION,  AND  RELATED  AGENCIES  APPROPRIATION  BILL,  2007	senate	sr287	109	SPECTER	Committee on Appropriations	S. 3708
286	UNITED  STATES-INDIA  PEACEFUL  ATOMIC  ENERGY  COOPERATION  AND  U.S.  ADDITIONAL  PROTOCOL  IMPLEMENTATION  ACT	senate	sr288	109	LUGAR	Committee on Foreign Relations	s. 3709
287	TO  EXTEND  RELOCATION  EXPENSES  TEST  PROGRAMS  FOR  FEDERAL  EMPLOYEES	senate	sr289	109	COLLINS	Committee on Homeland Security and Governmental Affairs	S. 2146
288	BREAST  CANCER  AND  ENVIRONMENTAL  RESEARCH  ACT  OF  2006	senate	sr290	109	ENZI	Committee on Health	S. 757
289	AMENDING  THE  SHIVWITS  BAND  OF  THE  PAIUTE  INDIAN  TRIBE  OF  UTAH  WATER  RIGHTS  SETTLEMENT  ACT  TO  ESTABLISH  AN  ACQUISITION  FUND  FOR  THE  WATER  RIGHTS  AND  HABITAT  ACQUISITION  PROGRAM	senate	sr291	109	MCCAIN	Committee on Indian Affairs	S. 3501
290	DEPARTMENT  OF  DEFENSE  APPROPRIATIONS  BILL,  2007	senate	sr292	109	STEVENS	Committee on Appropriations	H.R. 5631
291	TRANSPORTATION,  TREASURY,  HOUSING  AND  URBAN  DEVELOPMENT,  THE  JUDICIARY,  AND  RELATED  AGENCIES  APPROPRIATIONS  BILL,  2007	senate	sr293	109	BOND	Committee on Appropriations	H.R. 5576
292	AMENDING  THE  INDIAN  LAND  CONSOLIDATION  ACT  TO  MODIFY  CERTAIN  REQUIREMENTS  UNDER  THAT  ACT	senate	sr294	109	MCCAIN	Committee on Indian Affairs	S. 3526
293	FANNIE  LOU  HAMER,  ROSA  PARKS,  CORETTA  SCOTT  KING,  AND  CESAR  E.  CHAVEZ  VOTING  RIGHTS  ACT  REAUTHORIZATION  AND  AMENDMENTS  ACT  OF  2006	senate	sr295	109	SPECTER	Committee on the Judiciary	S. 2703
294	VETERANS'  COMPENSATION  COST-OF-LIVING  ADJUSTMENT  ACT  OF  2006	senate	sr296	109	CRAIG	Committee on Veterans	S. 2562
295	VETERANS'  CHOICE  OF  REPRESENTATION  AND  BENEFITS  ENHANCEMENT  ACT  OF  2006	senate	sr297	109	CRAIG	Committee on Veterans	S. 2694
296	PREMATURITY  RESEARCH  EXPANSION  AND  EDUCATION  FOR  MOTHERS  WHO  DELIVER  INFANTS  EARLY  ACT  OR  THE  PREEMIE  ACT	senate	sr298	109	ENZI	Committee on Health, Education, Labor, and Pensions	S. 707
297	MONTANA  CEMETERY  ACT  OF  2006	senate	sr299	109	DOMENICI	Committee on Energy and Natural Resources	S. 997
298	CITY  OF  YUMA  IMPROVEMENT  ACT	senate	sr300	109	DOMENICI	Committee on Energy and Natural Resources	S. 1529
299	COFFMAN  COVE  ADMINISTRATIVE  SITE  CONVEYANCE  ACT  OF  2006	senate	sr301	109	DOMENICI	Committee on Energy and Natural Resources	S. 1548
300	WATERSHED  RESTORATION  AND  ENHANCEMENT  AGREEMENTS  ACT  OF  2006	senate	sr302	109	DOMENICI	Committee on Energy and Natural Resources	S. 2003
301	FEDERAL  ENERGY  REGULATORY  COMMISSION  PROJECT  7307  LICENSE  REINSTATEMENT	senate	sr303	109	DOMENICI	Committee on Energy and Natural Resources	S. 2028
302	EXTENSION  FOR  HYDROELECTRIC  PROJECT  IN  THE  STATE  OF  IDAHO	senate	sr304	109	DOMENICI	Committee on Energy and Natural Resources	S. 2035
303	VERMONT  WATER  RESOURCES  STUDY	senate	sr305	109	DOMENICI	Committee on Energy and Natural Resources	S. 2054
304	EUGENE  LAND  CONVEYANCE  ACT	senate	sr306	109	DOMENICI	Committee on Energy and Natural Resources	S. 2150
305	CITY  OF  GREEN  RIVER  LAND  CONVEYANCE  ACT	senate	sr307	109	DOMENICI	Committee on Energy and Natural Resources	S. 2373
306	GRAND  TETON  NATIONAL  PARK  EXTENSION  ACT  OF  2006	senate	sr308	109	DOMENICI	Committee on Energy and Natural Resources	S. 2403
307	CAPTAIN  JOHN  SMITH  CHESAPEAKE  NATIONAL  HISTORIC  TRAIL  DESIGNATION  ACT	senate	sr309	109	DOMENICI	Committee on Energy and Natural Resources	S. 2568
308	CHANNEL  ISLANDS  NATIONAL  PARK	senate	sr310	109	DOMENICI	Committee on Energy and Natural Resources	S. Res. 468
309	MINUTE  MAN  NATIONAL  HISTORICAL  PARK  BOUNDARY  STUDY	senate	sr311	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 394
310	PINE  SPRINGS  LAND  EXCHANGE  ACT	senate	sr312	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 482
311	HOLLOMAN  AIR  FORCE  BASE  LAND  EXCHANGE  ACT	senate	sr313	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 486
312	PRESERVATION  OF  JAPANESE  AMERICAN  WORLD  WAR  II  CONFINEMENT  SITES	senate	sr314	109	DOMENICI	Committee on Energy and Natural Resources	1492
313	IRRIGATION  DISTRICTS  REPAYMENT  REVISIONS  ACT	senate	sr315	109	DOMENICI	Committee on Energy and Natural Resources	H.R. 4000
314	TO  PRESERVE  EXISTING  JUDGESHIPS  ON  THE  SUPERIOR  COURT  OF  THE  DISTRICT  OF  COLUMBIA	senate	sr316	109	COLLINS	Committee on Homeland Security and Governmental Affairs	S. 2068
315	AIR  TRANSPORTATION  TO  AND  FROM  LOVE  FIELD,  TEXAS	senate	sr317	109	STEVENS	Committee on Commerce	S. 3661
316	COMBATING  AUTISM  ACT  OF  2005	senate	sr318	109	ENZI	Committee on Health	S. 843
317	PANDEMIC  AND  ALL-HAZARDS  PREPAREDNESS  ACT	senate	sr319	109	ENZI	Committee on Health	S. 3678
318	DEBRIS  REMOVAL  ACT  OF  2005	senate	sr320	109	COLLINS	Committee on Homeland Security and Governmental Affairs	S. 939
319	A  BILL  TO  AUTHORIZE  THE  EXTENSION  OF  NONDISCRIMINATORY  TREATMENT  (NORMAL  TRADE  RELATIONS  TREATMENT)  TO  THE  PRODUCTS  OF  VIETNAM  FILED,  UNDER  AUTHORITY  OF  THE  ORDER  OF  THE  SENATE  OF  AUGUST  4,  (LEGISLATIVE  DAY  AUGUST  3)  2006.	senate	sr321	109	GRASSLEY	Committee on Finance	S. 3495
320	CHILDREN  AND  MEDIA  RESEARCH  ADVANCEMENT  ACT  OR  THE  CAMRA  ACT	senate	sr323	109	ENZI	Committee on Health	S. 1902
321	DIETARY  SUPPLEMENT  AND  NONPRESCRIPTION  DRUG  CONSUMER  PROTECTION  ACT	senate	sr324	109	ENZI	Committee on Health	S. 3546
322	CREDIT  RATING  AGENCY  REFORM  ACT  OF  2006	senate	sr326	109	SHELBY	Committee on Banking	S. 3850
323	MARITIME  ADMINISTRATION  IMPROVEMENT  ACT  OF  2006	senate	sr327	109	STEVENS	Committee on Commerce	S. 3852
324	TO  AUTHORIZE  MAJOR  MEDICAL  FACILITY  PROJECTS  AND  MAJOR  MEDICAL  FACILITY  LEASES  FOR  THE  DEPARTMENT  OF  VETERANS  AFFAIRS  FOR  FISCAL  YEARS  2006  THROUGH  2009	senate	sr328	109	CRAIG	Committee on Veterans	S. 3421 as amended
325	FEDERAL  FUNDING  ACCOUNTABILITY  AND  TRANSPARENCY  ACT  OF  2006	senate	sr329	109	COLLINS	Committee on Homeland Security and Governmental Affairs	S. 2590
326	OF  THE	senate	sr330	109			
327	OF  THE	senate	sr331	109			
328	CHEMICAL  FACILITY  ANTI-TERRORISM  ACT  OF  2006	senate	sr332	109	COLLINS	Committee on Homeland Security and Government Affairs	S. 2145
329	EXPRESSING  THE  SENSE  OF  CONGRESS  THAT  STATES  SHOULD  REQUIRE  CANDIDATES  FOR  DRIVER'S  LICENSES  TO  DEMONSTRATE  AN  ABILITY  TO  EXERCISE  GREATLY  INCREASED  CAUTION  WHEN  DRIVING  IN  THE  PROXIMITY  OF  A  POTENTIALLY  VISUALLY  IMPAIRED  INDIVIDUAL	senate	sr333	109	STEVENS	Committee on Commerce	S. Con. Res. 71
330	LUMBEE  RECOGNITION  ACT	senate	sr334	109	MCCAIN	Committee on Indian Affairs	S. 660
331	NATIONAL  TRANSPORTATION  SAFETY  BOARD  REAUTHORIZATION  ACT  OF  2006	senate	sr335	109	STEVENS	Committee on Commerce	S. 3679
332	TELEPHONE  EXCISE  TAX  REPEAL  AND  TAXPAYER  PROTECTION  AND  ASSISTANCE  ACT  OF  2006	senate	sr336	109	GRASSLEY	Committee on Finance	S. 1321
333	ELDER  JUSTICE  ACT	senate	sr337	109	GRASSLEY	Committee on Finance	S. 2010
334	GREAT  LAKES  COORDINATION  AND  OVERSIGHT  ACT  OF  2006	senate	sr338	109	INHOFE	Committee on Environment and Public Works	S. 2912
335	TYLERSVILLE  FISH  HATCHERY  CONVEYANCE  ACT	senate	sr339	109	INHOFE	Committee on Environment and Public Works	S. 3551
336	NORTH  AMERICAN  WETLANDS  CONSERVATION  REAUTHORIZATION  ACT  OF  2006	senate	sr340	109	INHOFE	Committee on Environment and Public Works	S. 3617
337	PAINT  BANK  AND  WYTHEVILLE  NATIONAL  FISH  HATCHERIES  CONVEYANCE  ACT	senate	sr341	109	INHOFE	Committee on Environment and Public Works	H.R 5061
338	PROVIDING  FOR  CERTAIN  LANDS  TO  BE  HELD  IN  TRUST  FOR  THE  UTU  UTU  GWAITU  PAIUTE  TRIBE	senate	sr342	109	MCCAIN	Committee on Indian Affairs	H.R. 854
339	CHEYENNE  RIVER  SIOUX  TRIBE  EQUITABLE  COMPENSATION  AMENDMENTS  ACT  OF  2005	senate	sr343	109	MCCAIN	Committee on Indian Affairs	S. 1535
340	TRIBAL  PARITY  ACT	senate	sr344	109	MCCAIN	Committee on Indian Affairs	S. 374
341	REVISED  ALLOCATION  TO  SUBCOMMITTEES  OF  BUDGET  TOTALS  FOR  FISCAL  YEAR  2007	senate	sr350	109	COCHRAN	Committee on Appropriations	
1	CONCURRENT  RESOLUTION  ON  THE  BUDGET  FOR  FISCAL  YEAR  2006	conference	hr062	109	NUSSLE	committee on conference	H. Con. Res. 95
2	MAKING  EMERGENCY  SUPPLEMENTAL  APPROPRIATIONS  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2005,  AND  FOR  OTHER  PURPOSES	conference	hr072	109	LEWIS of California	committee of conference	H.R. 1268
3	MAKING  APPROPRIATIONS  FOR  THE  DEPARTMENT  OF  THE  INTERIOR,  ENVIRONMENT,  AND  RELATED  AGENCIES  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr188	109	TAYLOR of North Carolina	committee of conference	H.R. 2361
4	MAKING  APPROPRIATIONS  FOR  THE  LEGISLATIVE  BRANCH  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr189	109	LEWIS of California	committee of conference	H.R. 2985
5	ENERGY  POLICY  ACT  OF  2005	conference	hr190	109	BARTON of Texas	committee of conference	H.R. 6
6	SAFE,  ACCOUNTABLE,  FLEXIBLE,  EFFICIENT  TRANSPORTATION  EQUITY  ACT:  A  LEGACY  FOR  USERS	conference	hr203	109	YOUNG of Alaska	committee on conference	H.R. 3
7	MAKING  APPROPRIATIONS  FOR  THE  DEPARTMENT  OF  HOMELAND  SECURITY  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr241	109	ROGERS of Kentucky	committee of conference	H.R. 2360
8	MAKING  APPROPRIATIONS  FOR  AGRICULTURE,  RURAL  DEVELOPMENT,  FOOD  AND  DRUG  ADMINISTRATION,  AND  RELATED  AGENCIES  PROGRAMS  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr255	109	BONILLA	committee of conference	H.R. 2744
9	MAKING  APPROPRIATIONS  FOR  FOREIGN  OPERATIONS,  EXPORT  FINANCING,  AND  RELATED  PROGRAMS  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr265	109	KOLBE	committee of conference	H.R. 3057
10	MAKING  APPROPRIATIONS  FOR  SCIENCE,  THE  DEPARTMENTS  OF  STATE,  JUSTICE,  AND  COMMERCE,  AND  RELATED  AGENCIES  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr272	109	WOLF	committee of conference	H.R. 2862
11	MAKING  APPROPRIATIONS  FOR  ENERGY  AND  WATER  DEVELOPMENT  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr275	109	HOBSON	committee of conference	H.R. 2419
12	MAKING  APPROPRIATIONS  FOR  THE  DEPARTMENTS  OF  LABOR,  HEALTH  AND  HUMAN  SERVICES,  AND  EDUCATION,  AND  RELATED  AGENCIES  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr300	109	REGULA	committee of conference	H.R. 3010
13	MAKING  APPROPRIATIONS  FOR  MILITARY  QUALITY  OF  LIFE  FUNCTIONS  OF  THE  DEPARTMENT  OF  DEFENSE,  MILITARY  CONSTRUCTION,  THE  DEPARTMENT  OF  VETERANS  AFFAIRS,  AND  RELATED  AGENCIES  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr305	109	WALSH	Committee of Conference	H.R. 2528
14	MAKING  APPROPRIATIONS  FOR  THE  DEPARTMENTS  OF  TRANSPORTATION,  TREASURY,  AND  HOUSING  AND  URBAN  DEVELOPMENT,  THE  JUDICIARY,  DISTRICT  OF  COLUMBIA,  AND  INDEPENDENT  AGENCIES  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr307	109	KNOLLENBERG	committee of conference	H.R. 3058
15	USA  PATRIOT  IMPROVEMENT  AND  REAUTHORIZATION  ACT  OF  2005	conference	hr333	109	SENSENBRENNER	committee of conference	H.R. 3199
16	MAKING  APPROPRIATIONS  FOR  THE  DEPARTMENTS  OF  LABOR,  HEALTH  AND  HUMAN  SERVICES,  AND  EDUCATION,  AND  RELATED  AGENCIES  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr337	109	REGULA	committee on conference	H.R. 3010
17	NATIONAL  AERONAUTICS  AND  SPACE  ADMINISTRATION  AUTHORIZATION  ACT  OF  2005	conference	hr354	109	BOEHLERT	Committee on Conference	S. 1281
18	MAKING  APPROPRIATIONS  FOR  THE  DEPARTMENT  OF  DEFENSE  FOR  THE  FISCAL  YEAR  ENDING  SEPTEMBER  30,  2006,  AND  FOR  OTHER  PURPOSES	conference	hr359	109	YOUNG of Florida	committee of conference	H.R. 2863
19	NATIONAL  DEFENSE  AUTHORIZATION  ACT  FOR  FISCAL  YEAR  2006	conference	hr360	109	HUNTER	committee of conference	H.R. 1815
20	DEFICIT  REDUCTION  ACT  OF  2005	conference	hr362	109	NUSSLE	committee of conference	S. 1932
